"row_id","QuestionId","QuestionText","MC_Answer","StudentExplanation","Category","Misconception"
"3292","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because the shape is split into 9and 3of them are no shaded.","False_Misconception","Incomplete Calculation"
"3293","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because the shape is split into 9and 3of them are not shaded.","False_Misconception","Incomplete Calculation"
"3294","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because their 9 pieces and 3 of the 9 aren’t shaded","False_Misconception","Incomplete Calculation"
"3295","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because their is 9 altogether and 3 not shaded","False_Misconception","Incomplete Calculation"
"3296","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there are 9 parts and only three of them are shaded and you cant make 3 of 9 any smaller","False_Neither","Unclassified Error"
"3297","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there are 9 triangles and 3 are not shaded","False_Misconception","Incomplete Calculation"
"3298","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there are 9 triangles and 3 are shaded in","False_Neither","Unclassified Error"
"3299","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there are 9 triangles and 3 not shaded","False_Misconception","Incomplete Calculation"
"3300","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there are 9 triangles and 3 of them are not shaded","False_Misconception","Incomplete Calculation"
"3301","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there are 9 triangles and three of them are not shaded","False_Misconception","Incomplete Calculation"
"3302","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there are 9 triangles in totall and 3 are not shaded.","False_Misconception","Incomplete Calculation"
"3303","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there is 9 altogether and 3 aren't shaded.","False_Misconception","Incomplete Calculation"
"3304","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there is 9 altogether and 3 aren’t shaded","False_Misconception","Incomplete Calculation"
"3305","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there is 9 triangles and 3 are shaded in","False_Neither","Unclassified Error"
"3306","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because there is 9 triangles and 3 not shaded","False_Misconception","Incomplete Calculation"
"3307","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D because three of the triangles are not shaded","False_Neither","Unclassified Error"
"3308","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D becausee three of the triangles are not shaded","False_Misconception","Incomplete Calculation"
"3309","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D bicase 3 going in all direcshons and 9 all to gever","False_Neither","Unclassified Error"
"3310","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D is the answer because there are nine triangles and three are not shaded so the awnser is 3 over 9.","False_Misconception","Incomplete Calculation"
"3311","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","D is the awnser because ther are nine triangles and 3 are not shaded so the awnser is 3 over 9","False_Misconception","Incomplete Calculation"
"3312","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","First count the denominated amount then the numeratorr","False_Neither","Unclassified Error"
"3313","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","First, you have to count the whole triangle, then you can start countingg the whites.","False_Misconception","Incomplete Calculation"
"3314","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I 5hink this because there are 9 parts and 3 are not coloured in so its 3/9","False_Misconception","Incomplete Calculation"
"3315","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I COUNTED ALL THE TRIANGLES AND THEN HOW MANY WERE NOT SHADED","False_Neither","Unclassified Error"
"3316","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I KNOW THIS BECAUSE THERE ARE 9 TRIANGLES AND 3 OF THEM ARE NOT SHADED","False_Misconception","Incomplete Calculation"
"3317","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I Think the answer is ' D ' Because if you count all the triangles ( 9 ) and then count the triangles that aren't shaded in ( 3 ) you get 3/9 !","False_Misconception","Incomplete Calculation"
"3318","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I added up the amount of non shaded parts then the shaded to make the fraction.","False_Misconception","Whole Number Bias"
"3319","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I added up the amount of shaded which is 3 then  I worked out the amount of shaded and not shaded to make the fraction.","False_Neither","Unclassified Error"
"3320","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I added up thr amount of the non shaded parts first then the colored parts to make the fraction.","False_Neither","Unclassified Error"
"3321","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I believe this is the answer because there aree 15 triangles in total and three are not shaded.","False_Neither","Unclassified Error"
"3322","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I chose D because there are 9 triangles in total and then if you count,there are 6 triangles shaded ans 3 left over that weren't shaded","False_Misconception","Incomplete Calculation"
"3324","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I chose D because there aree 9 triangles in total and then if you count,there are 6 triangle that are shaded and 3 left over that weren't.","False_Misconception","Incomplete Calculation"
"3325","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I chose this because there are 9 triangles and 3 aren't blue so that is why I think it is 3/9","False_Misconception","Incomplete Calculation"
"3326","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted 13 shapes then I saw 3 where not shaded.","False_Neither","Unclassified Error"
"3327","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted 9 triangels and 3 blank so it equals 3/9.","False_Misconception","Incomplete Calculation"
"3328","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted all of the shapes and put them in a fraction","False_Neither","Unclassified Error"
"3329","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted all of the triangle","False_Neither","Unclassified Error"
"3330","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted all of the triangles and there was 9 so that means that the bottom number will be 9","False_Neither","Unclassified Error"
"3331","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted all of the triangles snd there were 9 so that means that the bottom number will be 9.","False_Neither","Unclassified Error"
"3332","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted all the triangles in the shape and found 9 and three were not shaded therefore it is 3/9","False_Misconception","Incomplete Calculation"
"3333","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many squares there where then how many weren’t shaded.","False_Neither","Unclassified Error"
"3334","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many triangles are shaded and not shaded.","False_Neither","Unclassified Error"
"3335","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many triangles there are and used that as my dinominater.","False_Neither","Unclassified Error"
"3336","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many triangles there were and i got 9 and then i counted how many werent shaded that was three so the fraction was 3 9ths","False_Misconception","Incomplete Calculation"
"3337","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many triangles there were and it gave me three nines.","False_Neither","Unclassified Error"
"3338","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many triangles were in there which is 9 and the counted the white ones which was 3. So 3/9.","False_Misconception","Incomplete Calculation"
"3339","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many triangles were in there which is 9 and then count the white ones which was 3, so 3/9.","False_Misconception","Incomplete Calculation"
"3340","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many white ones and then blue ones","False_Neither","Unclassified Error"
"3341","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many white ones and then blue ones.","False_Neither","Unclassified Error"
"3342","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how many white ones and then blue ones.","False_Neither","Unclassified Error"
"3343","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted how much triangles there are and used that as my dinominater","False_Neither","Unclassified Error"
"3344","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted that there are nine triangles and since white is not shaded it would be 3/9.","False_Misconception","Incomplete Calculation"
"3345","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted that there are nine triangles and that there were three white triangles. White is not shaded so it would be 3/9","False_Misconception","Incomplete Calculation"
"3346","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the amount of equal parts and then counted the non shaded parts.","False_Neither","Unclassified Error"
"3347","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the amount of triangles and then worked out how much was not shaded.","False_Neither","Unclassified Error"
"3348","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the fractions and chose the correct answer.","False_Neither","Unclassified Error"
"3349","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the fractions and picked the answer","False_Neither","Unclassified Error"
"3350","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the not shaded ones and then I counted them all","False_Neither","Unclassified Error"
"3351","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the number of squares and then how mamy were not shaded.","False_Neither","Unclassified Error"
"3352","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the pennleygoes and how many where not shaded and how many wher","False_Neither","Unclassified Error"
"3353","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the shaded and unshaded parts ,9, then 3 were not blue","False_Misconception","Incomplete Calculation"
"3354","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the shapes then I saw 3 where not shaded","False_Neither","Unclassified Error"
"3355","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the squares and there was 9 then i counted the white","False_Neither","Unclassified Error"
"3356","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the three and then the others","False_Neither","Unclassified Error"
"3357","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the triangles and 3 aren't coloured in so I knew the numerator is 3 and there were 9 left over so I knew it was 3/9","False_Neither","Unclassified Error"
"3358","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the triangles and 3 weren't coloured in so I knew the numerator wad 3 and there were 9 left over so i knew it was 3/9.","False_Misconception","Incomplete Calculation"
"3359","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the triangles then counted the white ones","False_Misconception","Incomplete Calculation"
"3360","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the white ones and the ones shaded","False_Neither","Unclassified Error"
"3361","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted the white triangles and then what it is out of.","False_Neither","Unclassified Error"
"3362","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted thee number of triangles and then worked out how much was not shaded.","False_Neither","Unclassified Error"
"3363","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted up all the triangles on looked at how much was shaded white therefore it is 3/9","False_Misconception","Incomplete Calculation"
"3364","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted up how many there were all together, then put it as a fraction (3 5ths)","False_Neither","Unclassified Error"
"3365","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted up how many triangles there are and how much aren't shaded","False_Neither","Unclassified Error"
"3366","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I counted up the amount of triangles and the number is nine and there was only one denominator that is nine so it is d","False_Neither","Unclassified Error"
"3367","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I couted 9 and 3 werent shadded","False_Misconception","Incomplete Calculation"
"3368","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I didn't really know but three over nine sounded the most apropriout.","False_Neither","Unclassified Error"
"3369","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I don’t know if I’m right but I counted how many triangles there were which were nine and there are three that are not shaded so that’s how I got my answer.","False_Misconception","Incomplete Calculation"
"3370","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I found out what the dominant was then looked at the partss that were not shaded in and that was 3.","False_Neither","Unclassified Error"
"3371","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I found out what the dominate was the looked at the parts that was not shaded in and that was 3","False_Neither","Unclassified Error"
"3372","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I got 3/9 because I counted the triangles there are 9 and 3 are not shaded.","False_Misconception","Incomplete Calculation"
"3373","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I have 6 of those parts.","False_Neither","Unclassified Error"
"3374","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I havee counted all the sides of this triangle.","False_Neither","Unclassified Error"
"3375","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I just counted each tri shape and then i took away 6 so then I got 6/8","False_Neither","Unclassified Error"
"3376","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know because there are three shaded in and nine altogether","False_Neither","Unclassified Error"
"3377","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know immediately because I judt counted.","False_Neither","Unclassified Error"
"3378","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know it is D because you will count all of the triangles inside wich is 9 so your denominator is 9 then you would count the not shaded parts which is 3 so then your answer is 3/9","False_Misconception","Incomplete Calculation"
"3379","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know it is D because you will count all of the triangles inside wich is 9 so your denominator is 9, then you would count the not shaded parts which is 3, so then your answer is 3/9.","False_Misconception","Incomplete Calculation"
"3380","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know that is D because there are 9 boxes filled with color and 3 left that are not.","False_Neither","Unclassified Error"
"3381","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know that is D because there is 9 boxes shaded in and 3 left that are not shaded.","False_Misconception","Incomplete Calculation"
"3382","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know that the answer is 3/9 because if you add up all the triangles up together that will give you 9 as the denominator and the question is asking ""what fraction is not SHADED""","False_Misconception","Incomplete Calculation"
"3383","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know that the answer is 3/9 because if you add up alll the triangles up together that will give you 9 as the denominator and the question is asking ""what fraction is not shaded""","False_Misconception","Incomplete Calculation"
"3384","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know the answer is D because there are 3 triangles that are not shaded in of the 9 triangles","False_Misconception","Incomplete Calculation"
"3385","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know the answer is D because there are three triangles that are not shaded in.","False_Misconception","Incomplete Calculation"
"3386","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know there are 9 triangles in this hole triangle and 3 of them aren’t shaded so that =3/9","False_Misconception","Incomplete Calculation"
"3387","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this as 3 of the 9 triangles are shaded","False_Neither","Unclassified Error"
"3388","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this as 3 of the 9 triangles are shaded.","False_Neither","Unclassified Error"
"3389","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because 3 is not shaded in 9 tringle","False_Misconception","Incomplete Calculation"
"3390","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because 3 is not shaded in 9 tringle.","False_Misconception","Incomplete Calculation"
"3391","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because 3 is not shaded is 9 triangles","False_Neither","Unclassified Error"
"3392","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because 3 is not shaded is 9 triangles","False_Misconception","Incomplete Calculation"
"3393","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because I counted the numberr of triangles.","False_Neither","Unclassified Error"
"3394","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because all together there is 9 and there are three not shaded.","False_Misconception","Incomplete Calculation"
"3395","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because altogether there are 9 triangles and 3 are not shaded","False_Misconception","Incomplete Calculation"
"3396","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because i counted all the triangles  and there are 9 triangles  all together and there is 3 not shaded so i know that it is 3/9","False_Misconception","Incomplete Calculation"
"3397","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because i counted the number of triangles","False_Neither","Unclassified Error"
"3398","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because in total there are 9 triangles but there is 3 white, so it would be 3/9.","False_Misconception","Incomplete Calculation"
"3399","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because it’s out of 9 and 6/9 is shaded 9 - 6/7 = 3/9.","False_Neither","Unclassified Error"
"3400","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because it’s out of 9 and 6/9 is shaded 9/9 - 6/9 = 3/9","False_Misconception","Incomplete Calculation"
"3401","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because the triangle is made up of 9 smaller triangles and 3 of those triangles are blank so the fraction not shaded is 3/9.","False_Misconception","Incomplete Calculation"
"3402","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because there are 9 all together and 6 are shaded in and that  its simplest form","False_Neither","Unclassified Error"
"3403","31772","What fraction of the shape is not shaded? Give your answer in its simplest form. [Image: A triangle split into 9 equal smaller triangles. 6 of them are shaded.]","\( \frac{3}{9} \)","I know this because there are 9 all togetherr and 6 are shaded in.","False_Neither","Unclassified Error"
